"(Make sure you keep it in a safe place.)","(Bewahren Sie ihn an einem sicheren Platz auf.)"
"(Optional. Leave blank for no prefix)","(Optional - freilassen, um ohne Präfix zu installieren)"
"(ver. %s)","(Version %s)"
"Additional path added after Base URL to access your Administrative Panel (e.g. admin, backend, control etc.).","Zusätzlicher Pfad nach der Basis-URL, um auf Ihren Administrationsbereich zuzugreifen (z.B. backend, control etc.)."
"Admin Path","Admin Pfad"
"After successfull installation please click the button below.","Nach erfolgreicher Installation klicken Sie bitte den folgenden Button."
"All packages were installed, click 'OK' to continue with installation.","Alle Pakete wurden installiert, klicken Sie auf 'OK', um mit der Installation fortzufahren."
"Alternatively you could try the 'Manual Downloads and Upgrades' method.","Alternativ können Sie auch die Methode 'Manuelle Downloads und Upgrades' versuchen."
"Base URL","Basis-URL"
"Before you continue to your store, please make a note of your encryption key (Magento uses it to encrypt passwords, credit cards and more).","Bevor Sie sich zum Shop begeben, notieren Sie sich bitte Ihr Verschlüsselungpasswort (Magento nutzt diesen Schlüssel, um Passwörter, Kreditkartendaten etc. zu verschlüsseln)."
"Check out our","Lesen Sie hierzu unsere"
"Check this box only if it is not possible to automatically validate Secure URL, for example if HTTP authentication is required.","Aktivieren Sie diese Option, falls bei der Überprüfung der sicheren Verbindung Probleme auftraten. Zum Beispiel wenn eine HTTP-Authentifikation notwendig sein sollte."
"Check this box only if it is not possible to automatically validate the Base URL.","Aktivieren Sie diese Option nur, wenn die Basis-URL nicht automatisch überprüft werden kann."
"Choose this if you would like to test frontend and backend functionality.","Wählen Sie diese Option, wenn Sie die Shop- und Administrationsoberfläche testen möchten."
"Configuration","Konfiguration"
"Confirm Password","Passwort bestätigen"
"Connection","Verbindung"
"Continue","Fortsetzen"
"Continue After Manual Download","Nach manuellem Download fortfahren"
"Continue Full Download / SVN Installation","Fortfahren mit vollständiger Installation/SVN Installation"
"Create Admin Account","Administratorkonto anlegen"
"Currently this is the most stable state available for Magento packages.","Momentan ist dies der stabilste verfügbare Zustand für Magentopakete."
"Database","Datenbank"
"Database Connection","Datenbankverbindung"
"Database Name","Datenbankname"
"Database Name cannot be empty.","Datenbankname darf nicht leer sein."
"Database Type","Datenbank Art"
"Database connection error.","Datenbank Verbindungsfehler."
"Database host","Datenbankserver"
"Database server does not support the InnoDB storage engine.","Datenbankserver unterstützt kein InnoDB."
"Database user name","Datenbank-Benutzername"
"Database user password","Datenbank-Benutzerpasswort"
"Default Currency","Standardwährung"
"Download","Herunterladen"
"Download Magento Core Modules and Updates","Herunterladen von Magento Core Modulen und Updates"
"Downloading and installing Magento, please wait...","Magento wird heruntergeladen und installiert, bitte warten…"
"Email","E-Mail"
"Email Address","E-Mail Adresse"
"Enable Charts","Grafische Auswertung aktivieren"
"Enable this option if you want the charts to be displayed on Dashboard.","Aktivieren Sie diese Option, wenn Sie eine grafische Auswertung der Verkaufszahlen auf Ihrer Übersichtsseite anzeigen möchten."
"Enable this option only if you have SSL available.","Aktivieren Sie diese Option nur, wenn Sie über ein gültiges SSL Zertifikat verfügen."
"Encryption Key","Verschlüsselungpasswort"
"File System","Dateisystem"
"First Name","Vorname"
"Full Download / SVN Installation","Vollständige Installation/SVN Installation"
"Get ready to experience Open-Source eCommerce Evolved.","Machen Sie sich bereit, Open-Source eCommerce zu erleben."
"Go to Backend","Zum AdminPanel"
"Go to Frontend","Zum Shop"
"Having trouble installing Magento?","Haben Sie Probleme bei der Installation von Magento?"
"Help Us to Keep Magento Healthy","Helfen Sie uns, Magento noch besser zu machen"
"Host","Server"
"I agree to the above terms and conditions.","Ich akzeptiere die Bedingungen."
"If you are a developer and would like to have the latest public updates, choose this option.","Sind Sie Entwickler und möchten stets die aktuellsten, öffentlichen Updates erhalten, aktivieren Sie bitte diese Option."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Sollten Sie PHP als CGI-Wrapper laufen lassen, ist es möglich, dass Ihre PHP-Skripte mit dem gleichen Benutzer laufen, mit dem Sie auch die Magento-Dateien hochgeladen haben."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","Sollten Sie die Installation über eine bestehende Magento-Instanz bevorzugen, wählen Sie bitte diese Option."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Wenn Sie nicht möchten, dass die Magento-Ordner durch den Webserver-Prozess beschreibbar sind oder wenn Sie diese Einstellung nicht ändern können, können Sie das ausführbare PEAR im Hauptordner der Magentoinstallation verwenden."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Wenn Sie die vollständigen Pakete heruntergeladen haben oder Magento via SVN installieren, sollten Sie die Paketüberprüfung und -installation überspringen, indem Sie auf den folgenden Button klicken."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Wenn Sie die Magentopakete über die Administrationsoberfläche selbst verwalten möchten, müssen alle Magento-Ordner und -Dateien durch den Webserver-Prozess beschreibbar sein."
"If your server is running on MS Windows, most probably you will not need to change anything.","Wenn Ihr Server unter Microsoft Windows läuft, müssen Sie normalerweise keine Änderungen vornehmen."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","In allen anderen Fällen müssen Sie die Magento-Dateien für den Benutzer beschreibbar machen, unter welchem der Webserver betrieben wird."
"Installation","Installation"
"Installation Guide","Installationsanleitung"
"Installer does not exist for %s database type","Für den Datenbanktyp %s existiert kein Installationsprogramm"
"Last Name","Nachname"
"License Agreement","Lizenzvertrag"
"Locale","Lokalisierung"
"Locale settings","Spracheinstellungen"
"Localization","Lokalisierung"
"Login Information","Anmeldedaten"
"Magento","Magento"
"Magento Connect Manager Deployment","Magento Connect Manager Bereitstellung"
"Magento Installation Wizard","Magento Installationsassistent"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento ist eine Handelsmarke der Magento Inc. Copyright &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento benutzt diesen Schlüssel, um Passwörter, Kreditkartendaten und mehr zu verschlüsseln. Wenn dieses Feld leer bleibt, erstellt das System automatisch eine entsprechende Zeichenfolge und teilt Ihnen diese auf der folgenden Seite mit."
"Manual Downloads and Upgrades","Manuelle Downloads und Upgrades"
"No resource for %s DB model.","Keine Ressource für %s DB Model."
"One of PHP Extensions ""%s"" must be loaded.","Eine dieser PHP-Erweiterungen ""%s"" muss geladen sein."
"PHP Extension '%s' loaded","PHP-Erweiterung '%s' geladen"
"PHP Extensions ""%s"" must be loaded.","PHP-Erweiterung ""%s"" muss geladen sein."
"PHP extension ""%s"" must be loaded.","PHP-Erweiterung ""%s"" muss geladen sein."
"Package Management through the Web","Paketverwaltung über die Administrationsoberfläche"
"Password","Passwort"
"Password Confirmation","Passwortbestätigung"
"Path ""%s"" must be writable.","Pfad ""%s"" muss beschreibbar sein."
"Personal Information","Persönliche Informationen"
"Please correct the user data and try again.","Bitte korrigieren Sie die Nutzerdaten und versuchen es erneut."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Bitte stellen Sie sicher, dass <code>mod_rewrite</code> in der Apache-Konfiguration aktiviert wurde."
"Please note that it is much less stable than beta.","Bitte beachten Sie, dass dies noch nicht ausreichend stabil funktioniert."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Bitte beachten Sie, dass aktuell ausschließlich UNIX, Linux und Mac OS X Shells unterstützt werden. Für Windows verwenden Sie bitte die '%s' Option."
"Please set all required settings before clicking Continue","Bitte stellen Sie sicher, dass Sie alle benötigten Felder ausgefüllt haben, bevor Sie fortfahren"
"Preferred stability: %s","Gewünschte Stabilität: %s"
"Proceed With Automatic Download (%s)","Mit automatischem Download fortfahren (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Bitte geben Sie für eine SSL-Verbindung den vollständigen Basis-URL an (beispielsweise: %s)."
"Report All Bugs","Melden Sie alle Fehler"
"Required Fields","Pflichtfelder"
"Response from server isn\'t valid.","Antwort vom Server ist nicht gültig."
"Response from server isn't valid.","Antwort vom Server ist nicht gültig."
"Run admin interface with SSL","Administrationsoberfläche mit SSL verwenden."
"Run this in your shell from Magento root folder:","Geben Sie folgendes in Ihrem Shellzugang im Hauptverzeichnis von Magento ein:"
"Save Session Data In","Speichern der Sitzungsdaten in"
"Save Session Files In","Speichern der Sitzungsdateien in"
"Secure Base URL","Basis-URL für verschlüsselte Verbindung"
"Session Storage Options","Optionen für Sitzungsspeicherung"
"Setting preferred state to: %s","Gewünschte Stabilität auf %s gesetzt."
"Skip Base URL Validation Before the Next Step","Überspringe Überprüfung der Basis-URL"
"Skip Secure URL validation before next step","Überspringe Überprüfung der verschlüsselten Verbindung"
"Tables Prefix","Tabellen-Präfix"
"The URL ""%s"" is invalid.","Die URL ""%s"" ist ungültig."
"The URL ""%s"" is not accessible.","Die URL ""%s"" ist nicht zugänglich."
"The database server version doesn\'t match system requirements (required: %s, actual: %s).","Die Datenbankserver-Version entspricht nicht den Systemvoraussetzungen (erforderlich: %s, vorhanden: %s)."
"The database server version doesn't match system requirements (required: %s, actual: %s).","Die Datenbankserver-Version entspricht nicht den Systemvoraussetzungen (erforderlich: %s, vorhanden: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Der Tabellen-Präfix darf nur Buchstaben (a-z), Ziffern (0-9) oder Unterstriche (_) enthalten, wobei das erste Zeichen ein Buchstabe sein muss."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Bei der Installation der Magento Pakete traten Fehler auf. Bitte lesen Sie die Log-Einträge, beheben Sie die Fehler und versuchen Sie es erneut."
"Time Zone","Zeitzone"
"Use Secure URLs (SSL)","Verwende verschlüsselte Verbindung (SSL)"
"Use Web Server (Apache) Rewrites","Verwende Web Server (Apache) Rewrites"
"User Name","Benutzername"
"User Password","Benutzerpasswort"
"Username","Benutzername"
"Validation","Überprüfung"
"Web access options","Zugriffsoptionen (Web)"
"Welcome","Willkommen"
"Welcome to Magento's Installation Wizard","Willkommen zum Installationsassistenten für Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Sie können einen Serverport angeben, bspw.: localhost:3307<br />Wenn Sie nicht den Standard UNIX socket verwenden, können Sie dies hier angeben, bspw.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Sie können für eine verbesserte Suchmaschinenunterstützung die folgende Option für serverseitige URL-Rewrites aktivieren."
"You're All Set","Das war es schon, alles eingerichtet!"
"You're All Set!","Das war es schon, alles eingerichtet!"
